Reduction Method,Components,Clustering Method,Adjusted Rand Index,Mutual Information,Accuracy,Dunn Index,Silhouette Score,Gap Statistic,Calinski-Harabasz Index,Davies-Bouldin Index,WCSS
PCA_full,5,Hierarchical,0.5299282213005644,0.35334042596315685,0.8641041162227603,,,1.5130391408564776,2578.0415801281506,0.8984748890258996,366321171.8807363
PCA_full,5,SphericalKMeans,0.3690330924725879,0.20063326185002445,0.8038740920096852,,,1.5126791357531033,3028.0099565788623,0.8637339942019653,340281253.4443706
PCA_randomized,5,Hierarchical,0.5316958021482785,0.35430622666973144,0.8647094430992736,,,1.5111742105184298,2573.253677151194,0.8992956151298744,366619696.8804716
PCA_randomized,5,SphericalKMeans,0.3690330924725879,0.20063326185002445,0.8038740920096852,,,1.514870730751639,3028.0099548151647,0.8637339954206783,340281253.5191256
PCA_full,6,Hierarchical,0.10546053792505154,0.05246343701336087,0.6628329297820823,,,1.537692234310601,2803.6737238457313,0.9297458497411851,355005147.792719
PCA_full,6,SphericalKMeans,0.3631716116953275,0.19677045243169666,0.801452784503632,,,1.5423884449045886,2986.751937235292,0.8732119968585083,344670234.14838105
PCA_randomized,6,Hierarchical,0.10546053792505154,0.05246343701336087,0.6628329297820823,,,1.5426991343827083,2803.673729203695,0.92974581661654,355005147.430997
PCA_randomized,6,SphericalKMeans,0.3631716116953275,0.19677045243169666,0.801452784503632,,,1.5443591245888229,2986.7519154157076,0.8732119531174323,344670235.2955259
PCA_full,7,Hierarchical,0.2215125899765637,0.11332429239080158,0.7354721549636803,,,1.5560001814466204,2609.9588953233506,0.9174288283770372,368361821.52119225
PCA_full,7,SphericalKMeans,0.3609861844036608,0.1953073396677415,0.8005447941888619,,,1.552400842559603,2957.2056199528,0.8800741212693661,347925931.7664253
PCA_randomized,7,Hierarchical,0.623793940249821,0.4056248625099008,0.8949757869249395,,,1.5528681195160559,2299.776429075019,0.956123404888156,388758802.86190534
PCA_randomized,7,SphericalKMeans,0.3609861844036608,0.1953073396677415,0.8005447941888619,,,1.554912497513353,2957.205645208152,0.8800748109805681,347925922.5385016
PCA_full,8,Hierarchical,0.4150063517058233,0.291343295711347,0.8223365617433414,,,1.575616341196529,2779.609185082347,0.8734462018597954,359606755.84248567
PCA_full,8,SphericalKMeans,0.359531493174591,0.1944258915033013,0.7999394673123487,,,1.5770255861465472,2934.5751685961523,0.8861292723031567,350671272.32936335
PCA_randomized,8,Hierarchical,0.5842243982989214,0.3833047127460575,0.8822639225181598,,,1.576476388733223,2366.136155157847,0.9475770666054305,385838949.47449005
PCA_randomized,8,SphericalKMeans,0.359531493174591,0.1944258915033013,0.7999394673123487,,,1.5757058498347547,2934.5753495779763,0.886128569440152,350671254.17356986
PCA_full,9,Hierarchical,0.8287809195154946,0.533413545605844,0.9552058111380145,,,1.6425760863485586,1775.3939278961057,1.0785778186430761,432462967.7009989
PCA_full,9,SphericalKMeans,0.3588059512644342,0.1939425622638456,0.799636803874092,,,1.6405662340372942,2911.7324900758017,0.8910163998938221,353376147.0665107
PCA_randomized,9,Hierarchical,0.8287809195154946,0.533413545605844,0.9552058111380145,,,1.6424675506181465,1775.393949832418,1.078578172826235,432462961.98797107
PCA_randomized,9,SphericalKMeans,0.3588059512644342,0.1939425622638456,0.799636803874092,,,1.6453819528540485,2911.732628733934,0.8910165234850392,353376136.039463
PCA_full,10,Hierarchical,0.5612819584589911,0.37056281860130036,0.8746973365617433,,,1.6550009743182557,2387.4457967108237,0.9480151259507151,387245986.9792829
PCA_full,10,SphericalKMeans,0.3588059512644342,0.1939425622638456,0.799636803874092,,,1.653633042244003,2893.485913330675,0.8955787371344739,355616183.0941802
PCA_randomized,10,Hierarchical,0.5612819584589911,0.37056281860130036,0.8746973365617433,,,1.6515567548156511,2387.446147351523,0.9480149802595375,387245948.8211262
PCA_randomized,10,SphericalKMeans,0.3588059512644342,0.1939425622638456,0.799636803874092,,,1.6589251460151822,2893.4874015950827,0.8955785201002765,355616084.5441481
PCA_full,11,Hierarchical,0.567659896760488,0.3740920753944102,0.8768159806295399,,,1.6677902555559818,2368.6654593018684,0.9532016541259599,389725642.86334264
PCA_full,11,SphericalKMeans,0.3580811422498122,0.19346054717169897,0.7993341404358354,,,1.673335654427035,2875.7458596928564,0.8996761426169697,357736266.88153374
PCA_randomized,11,Hierarchical,0.28350215445638,0.14733028019163766,0.7663438256658596,,,1.6709997592154693,2584.6531727504253,0.9257030912146704,375426156.2009727
PCA_randomized,11,SphericalKMeans,0.3580811422498122,0.19346054717169897,0.7993341404358354,,,1.6765030945845822,2875.7458785837284,0.8996768270364022,357736238.584259
PCA_full,12,Hierarchical,0.4951889842235062,0.3344609593867245,0.8519975786924939,,,1.6786463646047203,2528.810185576827,0.9250020891397523,380059209.1522951
PCA_full,12,SphericalKMeans,0.358082542074257,0.19337509405897557,0.7993341404358354,,,1.6758072329854095,2858.2148549040157,0.9036338038746066,359736333.8850631
PCA_randomized,12,Hierarchical,0.4774177716249153,0.32486474898659795,0.8456416464891041,,,1.6793586325440515,2561.7611916207006,0.9189946144627645,377923478.25713235
PCA_randomized,12,SphericalKMeans,0.358082542074257,0.19337509405897557,0.7993341404358354,,,1.6820113526443485,2858.2150950610326,0.9036344713669572,359736306.4454049
PCA_full,13,Hierarchical,0.3820331279254947,0.27364833041075454,0.809322033898305,,,1.6955283620295312,2765.566099830001,0.8817042518345265,366184760.48220795
PCA_full,13,SphericalKMeans,0.358082542074257,0.19337509405897557,0.7993341404358354,,,1.7002167223864397,2844.519995669864,0.9070161648511507,361481007.2270938
