Reduction Method,Components,Reduction Time
PCA_full,5,521.0899636745453
PCA_full,5,521.0899636745453
PCA_randomized,5,8.828194618225098
PCA_randomized,5,8.828194618225098
PCA_full,6,558.0279173851013
PCA_full,6,558.0279173851013
PCA_randomized,6,8.330099821090698
PCA_randomized,6,8.330099821090698
PCA_full,7,493.08398962020874
PCA_full,7,493.08398962020874
PCA_randomized,7,8.787427186965942
PCA_randomized,7,8.787427186965942
PCA_full,8,570.2659747600555
PCA_full,8,570.2659747600555
PCA_randomized,8,9.804639339447021
PCA_randomized,8,9.804639339447021
PCA_full,9,560.9562976360321
PCA_full,9,560.9562976360321
PCA_randomized,9,9.162760972976685
PCA_randomized,9,9.162760972976685
PCA_full,10,547.8106451034546
PCA_full,10,547.8106451034546
PCA_randomized,10,8.907873392105103
PCA_randomized,10,8.907873392105103
PCA_full,11,491.7076714038849
PCA_full,11,491.7076714038849
PCA_randomized,11,13.90267038345337
PCA_randomized,11,13.90267038345337
PCA_full,12,561.5134928226471
PCA_full,12,561.5134928226471
PCA_randomized,12,9.851658821105957
PCA_randomized,12,9.851658821105957
PCA_full,13,569.7052462100983
PCA_full,13,569.7052462100983
PCA_randomized,13,14.839646816253662
PCA_randomized,13,14.839646816253662
PCA_full,14,484.83134603500366
PCA_full,14,484.83134603500366
PCA_randomized,14,8.944533586502075
PCA_randomized,14,8.944533586502075
PCA_full,15,500.1144688129425
PCA_full,15,500.1144688129425
PCA_randomized,15,18.687203645706177
PCA_randomized,15,18.687203645706177
PCA_full,16,538.2670540809631
PCA_full,16,538.2670540809631
PCA_randomized,16,13.13412594795227
PCA_randomized,16,13.13412594795227
PCA_full,17,481.2601943016052
PCA_full,17,481.2601943016052
PCA_randomized,17,11.708782196044922
PCA_randomized,17,11.708782196044922
PCA_full,18,552.9387400150299
PCA_full,18,552.9387400150299
PCA_randomized,18,10.990087509155273
PCA_randomized,18,10.990087509155273
PCA_full,19,585.4255917072296
PCA_full,19,585.4255917072296
PCA_randomized,19,13.536434412002563
PCA_randomized,19,13.536434412002563
PCA_full,20,570.1497354507446
PCA_full,20,570.1497354507446
PCA_randomized,20,17.327760219573975
PCA_randomized,20,17.327760219573975
PCA_full,21,550.2375423908234
PCA_full,21,550.2375423908234
PCA_randomized,21,15.737723112106323
PCA_randomized,21,15.737723112106323
PCA_full,22,504.322229385376
PCA_full,22,504.322229385376
PCA_randomized,22,15.425004482269287
PCA_randomized,22,15.425004482269287
PCA_full,23,561.6874368190765
PCA_full,23,561.6874368190765
PCA_randomized,23,15.808772802352905
PCA_randomized,23,15.808772802352905
PCA_full,25,539.1950738430023
PCA_full,25,539.1950738430023
PCA_randomized,25,18.475971221923828
PCA_randomized,25,18.475971221923828
PCA_full,50,572.7735965251923
PCA_full,50,572.7735965251923
PCA_randomized,50,17.086761713027954
PCA_randomized,50,17.086761713027954
PCA_full,75,533.5025706291199
PCA_full,75,533.5025706291199
PCA_randomized,75,29.954708099365234
PCA_randomized,75,29.954708099365234
PCA_full,100,511.2125072479248
PCA_full,100,511.2125072479248
PCA_randomized,100,29.382648706436157
PCA_randomized,100,29.382648706436157
PCA_full,125,544.05388712883
PCA_full,125,544.05388712883
PCA_randomized,125,44.17699861526489
PCA_randomized,125,44.17699861526489
PCA_full,150,488.66950583457947
PCA_full,150,488.66950583457947
PCA_randomized,150,40.53880524635315
PCA_randomized,150,40.53880524635315
PCA_full,175,486.4436845779419
PCA_full,175,486.4436845779419
PCA_randomized,175,32.45911502838135
PCA_randomized,175,32.45911502838135
PCA_full,200,568.5475537776947
PCA_full,200,568.5475537776947
PCA_randomized,200,38.69023513793945
PCA_randomized,200,38.69023513793945
PCA_full,225,512.2642097473145
PCA_full,225,512.2642097473145
PCA_randomized,225,45.89264941215515
PCA_randomized,225,45.89264941215515
PCA_full,250,484.194864988327
PCA_full,250,484.194864988327
PCA_randomized,250,56.8398015499115
PCA_randomized,250,56.8398015499115
PCA_full,275,562.9383673667908
PCA_full,275,562.9383673667908
PCA_randomized,275,62.349146366119385
PCA_randomized,275,62.349146366119385
PCA_full,300,561.5720798969269
PCA_full,300,561.5720798969269
PCA_randomized,300,53.61801052093506
PCA_randomized,300,53.61801052093506
PCA_full,325,516.5516977310181
PCA_full,325,516.5516977310181
PCA_randomized,325,62.32632851600647
PCA_randomized,325,62.32632851600647
PCA_full,350,584.0901968479156
PCA_full,350,584.0901968479156
PCA_randomized,350,51.42393517494202
PCA_randomized,350,51.42393517494202
PCA_full,375,567.5896120071411
PCA_full,375,567.5896120071411
PCA_randomized,375,43.17956304550171
PCA_randomized,375,43.17956304550171
PCA_full,400,502.359512090683
PCA_full,400,502.359512090683
PCA_randomized,400,72.45099639892578
PCA_randomized,400,72.45099639892578
PCA_full,425,562.1201543807983
PCA_full,425,562.1201543807983
PCA_randomized,425,86.97291135787964
PCA_randomized,425,86.97291135787964
PCA_full,450,489.66082191467285
PCA_full,450,489.66082191467285
PCA_randomized,450,59.89902448654175
PCA_randomized,450,59.89902448654175
PCA_full,475,552.9143085479736
PCA_full,475,552.9143085479736
PCA_randomized,475,82.7700047492981
PCA_randomized,475,82.7700047492981
PCA_full,500,584.9848601818085
PCA_full,500,584.9848601818085
PCA_randomized,500,67.39225006103516
PCA_randomized,500,67.39225006103516
PCA_full,525,544.3469936847687
PCA_full,525,544.3469936847687
PCA_randomized,525,62.66618323326111
PCA_randomized,525,62.66618323326111
PCA_full,550,561.562628030777
PCA_full,550,561.562628030777
PCA_randomized,550,61.725993633270264
PCA_randomized,550,61.725993633270264
PCA_full,575,495.33649492263794
PCA_full,575,495.33649492263794
PCA_randomized,575,72.85785508155823
PCA_randomized,575,72.85785508155823
PCA_full,600,557.0914232730865
PCA_full,600,557.0914232730865
PCA_randomized,600,81.05509209632874
PCA_randomized,600,81.05509209632874
PCA_full,625,569.9751889705658
PCA_full,625,569.9751889705658
PCA_randomized,625,103.61800289154053
PCA_randomized,625,103.61800289154053
PCA_full,650,539.5162680149078
PCA_full,650,539.5162680149078
PCA_randomized,650,75.09684348106384
PCA_randomized,650,75.09684348106384
PCA_full,675,534.281252861023
PCA_full,675,534.281252861023
PCA_randomized,675,94.92391657829285
PCA_randomized,675,94.92391657829285
PCA_full,700,559.1382734775543
PCA_full,700,559.1382734775543
PCA_randomized,700,110.32134890556335
PCA_randomized,700,110.32134890556335
PCA_full,725,495.2126088142395
PCA_full,725,495.2126088142395
PCA_randomized,725,101.03776860237122
PCA_randomized,725,101.03776860237122
PCA_full,750,543.9044477939606
PCA_full,750,543.9044477939606
PCA_randomized,750,86.26695036888123
PCA_randomized,750,86.26695036888123
PCA_full,775,535.5149946212769
PCA_full,775,535.5149946212769
PCA_randomized,775,104.08734273910522
PCA_randomized,775,104.08734273910522
PCA_full,800,586.0862634181976
PCA_full,800,586.0862634181976
PCA_randomized,800,114.93692588806152
PCA_randomized,800,114.93692588806152
PCA_full,825,533.0710377693176
PCA_full,825,533.0710377693176
PCA_randomized,825,120.76682257652283
PCA_randomized,825,120.76682257652283
PCA_full,850,542.0414066314697
PCA_full,850,542.0414066314697
PCA_randomized,850,125.98934197425842
PCA_randomized,850,125.98934197425842
PCA_full,875,501.15686297416687
PCA_full,875,501.15686297416687
PCA_randomized,875,110.7843759059906
PCA_randomized,875,110.7843759059906
PCA_full,900,566.636472940445
PCA_full,900,566.636472940445
PCA_randomized,900,93.05670762062073
PCA_randomized,900,93.05670762062073
PCA_full,925,497.7244403362274
PCA_full,925,497.7244403362274
PCA_randomized,925,112.58317470550537
PCA_randomized,925,112.58317470550537
PCA_full,950,546.407151222229
PCA_full,950,546.407151222229
PCA_randomized,950,123.8213574886322
PCA_randomized,950,123.8213574886322
PCA_full,975,526.0526626110077
PCA_full,975,526.0526626110077
PCA_randomized,975,136.5778088569641
PCA_randomized,975,136.5778088569641
PCA_full,1000,569.5242729187012
PCA_full,1000,569.5242729187012
PCA_randomized,1000,119.82221126556396
PCA_randomized,1000,119.82221126556396
SparseRandomProjection,5,4.056416988372803
SparseRandomProjection,5,4.056416988372803
SparseRandomProjection,6,3.6387178897857666
SparseRandomProjection,6,3.6387178897857666
SparseRandomProjection,7,4.13708233833313
SparseRandomProjection,7,4.13708233833313
SparseRandomProjection,8,3.8514857292175293
SparseRandomProjection,8,3.8514857292175293
SparseRandomProjection,9,3.790940999984741
SparseRandomProjection,9,3.790940999984741
SparseRandomProjection,10,3.825044631958008
SparseRandomProjection,10,3.825044631958008
SparseRandomProjection,11,4.191891431808472
SparseRandomProjection,11,4.191891431808472
SparseRandomProjection,12,4.059006214141846
SparseRandomProjection,12,4.059006214141846
SparseRandomProjection,13,4.365319490432739
SparseRandomProjection,13,4.365319490432739
SparseRandomProjection,14,5.068541049957275
SparseRandomProjection,14,5.068541049957275
SparseRandomProjection,15,5.781220436096191
SparseRandomProjection,15,5.781220436096191
SparseRandomProjection,16,4.767667055130005
SparseRandomProjection,16,4.767667055130005
SparseRandomProjection,17,5.471385717391968
SparseRandomProjection,17,5.471385717391968
SparseRandomProjection,18,4.568797826766968
SparseRandomProjection,18,4.568797826766968
SparseRandomProjection,19,6.1331024169921875
SparseRandomProjection,19,6.1331024169921875
SparseRandomProjection,20,3.9070544242858887
SparseRandomProjection,20,3.9070544242858887
SparseRandomProjection,21,6.477119445800781
SparseRandomProjection,21,6.477119445800781
SparseRandomProjection,22,3.837038993835449
SparseRandomProjection,22,3.837038993835449
SparseRandomProjection,23,4.828651666641235
SparseRandomProjection,23,4.828651666641235
SparseRandomProjection,25,4.529163122177124
SparseRandomProjection,25,4.529163122177124
SparseRandomProjection,50,4.440827369689941
SparseRandomProjection,50,4.440827369689941
SparseRandomProjection,75,5.80104398727417
SparseRandomProjection,75,5.80104398727417
SparseRandomProjection,100,5.600142002105713
SparseRandomProjection,100,5.600142002105713
SparseRandomProjection,125,6.294381856918335
SparseRandomProjection,125,6.294381856918335
SparseRandomProjection,150,5.746995210647583
SparseRandomProjection,150,5.746995210647583
SparseRandomProjection,175,7.588222980499268
SparseRandomProjection,175,7.588222980499268
SparseRandomProjection,200,6.198742151260376
SparseRandomProjection,200,6.198742151260376
SparseRandomProjection,225,6.007247447967529
SparseRandomProjection,225,6.007247447967529
SparseRandomProjection,250,4.16752290725708
SparseRandomProjection,250,4.16752290725708
SparseRandomProjection,275,4.608384132385254
SparseRandomProjection,275,4.608384132385254
SparseRandomProjection,300,7.891963481903076
SparseRandomProjection,300,7.891963481903076
SparseRandomProjection,325,4.841745853424072
SparseRandomProjection,325,4.841745853424072
SparseRandomProjection,350,8.492812395095825
SparseRandomProjection,350,8.492812395095825
SparseRandomProjection,375,5.0722880363464355
SparseRandomProjection,375,5.0722880363464355
SparseRandomProjection,400,6.766258001327515
SparseRandomProjection,400,6.766258001327515
SparseRandomProjection,425,6.963463068008423
SparseRandomProjection,425,6.963463068008423
SparseRandomProjection,450,6.240151643753052
SparseRandomProjection,450,6.240151643753052
SparseRandomProjection,475,4.62429141998291
SparseRandomProjection,475,4.62429141998291
SparseRandomProjection,500,6.233493328094482
SparseRandomProjection,500,6.233493328094482
SparseRandomProjection,525,6.514346361160278
SparseRandomProjection,525,6.514346361160278
SparseRandomProjection,550,9.009572982788086
SparseRandomProjection,550,9.009572982788086
SparseRandomProjection,575,5.300915479660034
SparseRandomProjection,575,5.300915479660034
SparseRandomProjection,600,5.023727893829346
SparseRandomProjection,600,5.023727893829346
SparseRandomProjection,625,5.229876279830933
SparseRandomProjection,625,5.229876279830933
SparseRandomProjection,650,7.775304555892944
SparseRandomProjection,650,7.775304555892944
SparseRandomProjection,675,5.708906650543213
SparseRandomProjection,675,5.708906650543213
SparseRandomProjection,700,9.830545663833618
SparseRandomProjection,700,9.830545663833618
SparseRandomProjection,725,6.198580741882324
SparseRandomProjection,725,6.198580741882324
SparseRandomProjection,750,8.941676139831543
SparseRandomProjection,750,8.941676139831543
SparseRandomProjection,775,5.58887791633606
SparseRandomProjection,775,5.58887791633606
SparseRandomProjection,800,5.103917837142944
SparseRandomProjection,800,5.103917837142944
SparseRandomProjection,825,7.143524646759033
SparseRandomProjection,825,7.143524646759033
SparseRandomProjection,850,8.724502563476562
SparseRandomProjection,850,8.724502563476562
SparseRandomProjection,875,7.323772192001343
SparseRandomProjection,875,7.323772192001343
SparseRandomProjection,900,7.975228548049927
SparseRandomProjection,900,7.975228548049927
SparseRandomProjection,925,11.74053144454956
SparseRandomProjection,925,11.74053144454956
SparseRandomProjection,950,7.147096157073975
SparseRandomProjection,950,7.147096157073975
SparseRandomProjection,975,9.309484243392944
SparseRandomProjection,975,9.309484243392944
SparseRandomProjection,1000,9.950816869735718
SparseRandomProjection,1000,9.950816869735718
GaussianRandomProjection,5,3.1094236373901367
GaussianRandomProjection,5,3.1094236373901367
GaussianRandomProjection,6,2.4021317958831787
GaussianRandomProjection,6,2.4021317958831787
GaussianRandomProjection,7,2.8190245628356934
GaussianRandomProjection,7,2.8190245628356934
GaussianRandomProjection,8,3.939194440841675
GaussianRandomProjection,8,3.939194440841675
